case_id,frame,time,side_walls_valid,parallel_error_deg,current_width,current_offset,current_orientation,stable_width,stable_offset,stable_orientation,stable_update_count,current_model_valid,stable_model_initialized,width_change_from_previous_valid,orientation_change_from_previous_valid,offset_change_from_previous_valid,consecutive_valid_count,valid_ratio_existing_init_window,expected_profile_source,readiness_state,readiness_reason,corridor_model_ready,semantic_detector_state,open_candidate_count,opening_group_count,junction_detected_raw,junction_detected_gated_eval,readiness_rising,false_readiness_eval_only,opening_visible_eval_only
BASELINE_M1,60,1.016666666666668,False,47.937161219582634,nan,nan,-0.9491089054170487,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,66,1.1166666666666676,False,56.10694122271664,nan,nan,-1.1583883038795904,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,72,1.2166666666666672,False,58.234617283066314,nan,nan,-1.271918123536608,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,78,1.3166666666666669,False,62.314297994758675,nan,nan,-1.374387039503361,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,84,1.4166666666666665,False,62.67854928660796,nan,nan,-1.3565332477069205,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,90,1.5166666666666662,False,59.240704083742116,nan,nan,-1.2521618948300102,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,96,1.6166666666666658,False,57.85562488299976,nan,nan,-1.2520070488641437,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,102,1.7166666666666655,False,55.778716647105455,nan,nan,-1.2520812126361989,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,108,1.816666666666665,False,52.81752654911418,nan,nan,-1.2748922940855891,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
BASELINE_M1,114,1.9166666666666647,False,47.8467775295573,nan,nan,-1.2515245664874612,nan,nan,nan,0,False,False,nan,nan,nan,0,0.0,MAX_RANGE_FALLBACK,MODEL_UNINITIALIZED,NO_VALID_CURRENT_OR_STABLE_MODEL,False,MODEL_UNINITIALIZED,0,0,False,False,False,False,True
